                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    465,                0.55431,                0.43512,                 1.1025,                0.95968,                0.91115,                0.96697,                0.65681,                 1.2113,                0.51049,                 2.0051,             0.00011898,             0.00011898,             0.00011898
                    466,                0.55759,                0.44263,                 1.1135,                 0.9542,                0.89853,                0.96704,                 0.6549,                  1.213,                 0.5273,                 2.0018,             0.00011615,             0.00011615,             0.00011615
                    467,                0.51102,                0.40507,                 1.0573,                0.93105,                0.90238,                0.96583,                0.65356,                 1.2217,                0.53636,                 2.0097,             0.00011332,             0.00011332,             0.00011332
                    468,                0.55423,                0.44114,                 1.0825,                 0.9537,                0.90238,                0.96463,                0.64817,                 1.2124,                0.54302,                 2.0043,             0.00011049,             0.00011049,             0.00011049
                    469,                0.54913,                 0.4256,                 1.0891,                0.95397,                 0.9093,                0.96471,                0.65149,                 1.1976,                0.53627,                 1.9957,             0.00010766,             0.00010766,             0.00010766
                    470,                0.54839,                0.44118,                 1.0963,                0.95002,                 0.9095,                0.96794,                0.65415,                 1.2235,                0.52992,                 2.0403,             0.00010483,             0.00010483,             0.00010483
                    471,                0.55651,                0.43692,                 1.0979,                0.96135,                0.90063,                0.97197,                 0.6565,                 1.2179,                 0.5242,                 2.0203,               0.000102,               0.000102,               0.000102
                    472,                0.55189,                0.44014,                 1.0993,                0.95375,                0.91949,                0.97428,                0.66099,                 1.2148,                 0.5165,                 2.0047,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    473,                0.54561,                0.43729,                 1.0956,                0.94024,                0.91754,                0.97211,                  0.656,                 1.2165,                0.51939,                 2.0101,             9.6343e-05,             9.6343e-05,             9.6343e-05
                    474,                0.56385,                   0.44,                 1.1271,                0.95746,                0.89674,                0.97259,                0.66043,                 1.2053,                0.52007,                 1.9984,             9.3514e-05,             9.3514e-05,             9.3514e-05
                    475,                0.57168,                0.46891,                 1.1113,                0.94838,                0.89788,                0.97183,                0.65897,                 1.2059,                0.52534,                 1.9971,             9.0684e-05,             9.0684e-05,             9.0684e-05
                    476,                0.56138,                0.43824,                 1.1075,                0.95466,                0.89622,                0.97036,                0.65558,                  1.207,                0.53186,                 1.9965,             8.7855e-05,             8.7855e-05,             8.7855e-05
                    477,                 0.5558,                0.45391,                  1.099,                0.95297,                0.89633,                0.96663,                0.65036,                 1.2098,                0.52906,                 2.0068,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    478,                0.57117,                0.44574,                  1.112,                0.95803,                0.88445,                0.96593,                0.65151,                  1.214,                0.52603,                 2.0099,             8.2196e-05,             8.2196e-05,             8.2196e-05
                    479,                0.56072,                0.43251,                 1.1158,                0.96632,                0.88067,                0.96791,                0.65412,                  1.211,                0.52164,                 2.0026,             7.9367e-05,             7.9367e-05,             7.9367e-05
                    480,                0.55453,                0.45231,                 1.1107,                0.96063,                0.88302,                0.96738,                0.65767,                 1.2145,                0.52524,                 2.0069,             7.6537e-05,             7.6537e-05,             7.6537e-05
                    481,                0.57171,                0.49866,                 1.1167,                0.94803,                0.90238,                0.96577,                0.65975,                 1.2032,                0.52617,                 1.9884,             7.3708e-05,             7.3708e-05,             7.3708e-05
                    482,                0.54083,                0.44019,                 1.0845,                0.95124,                0.91115,                0.96504,                0.65681,                 1.2046,                0.53807,                 1.9887,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    483,                 0.5578,                0.43529,                 1.1058,                 0.9491,                0.91115,                0.96629,                0.65794,                 1.2086,                 0.5326,                 2.0049,             6.8049e-05,             6.8049e-05,             6.8049e-05
                    484,                0.52662,                 0.4197,                 1.0781,                0.95454,                0.89074,                0.96355,                0.65427,                 1.2074,                 0.5385,                 2.0135,              6.522e-05,              6.522e-05,              6.522e-05
                    485,                0.56269,                0.46977,                 1.1291,                0.95207,                0.89099,                0.96253,                0.65042,                 1.2032,                0.54523,                 2.0162,              6.239e-05,              6.239e-05,              6.239e-05
                    486,                0.52436,                0.41285,                 1.0862,                0.95775,                 0.8936,                0.96377,                0.65626,                  1.197,                0.53242,                  2.009,             5.9561e-05,             5.9561e-05,             5.9561e-05
                    487,                0.54947,                0.44413,                 1.1081,                0.95235,                 0.8936,                0.96476,                0.65529,                 1.2056,                0.53129,                 2.0249,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    488,                0.56211,                0.44238,                 1.1069,                 0.9354,                0.91254,                0.96672,                0.65716,                 1.2044,                0.52473,                 2.0202,             5.3902e-05,             5.3902e-05,             5.3902e-05
                    489,                0.54721,                0.43284,                 1.0852,                0.95219,                0.91045,                 0.9669,                 0.6515,                 1.2069,                0.52086,                 2.0229,             5.1072e-05,             5.1072e-05,             5.1072e-05
                    490,                0.57732,                 0.4537,                 1.1275,                0.95121,                0.91115,                0.97051,                 0.6581,                 1.2182,                0.51812,                 2.0346,             4.8243e-05,             4.8243e-05,             4.8243e-05
                    491,                0.43646,                0.34639,                 1.0027,                0.97137,                 0.8936,                0.97092,                0.65442,                 1.2051,                0.51369,                 2.0171,             4.5414e-05,             4.5414e-05,             4.5414e-05
                    492,                0.41435,                0.29845,                 1.0019,                0.97202,                 0.8936,                0.96907,                0.65621,                 1.1923,                0.50309,                 1.9964,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    493,                0.39952,                0.28037,                0.98399,                0.95864,                0.91115,                0.96873,                0.66349,                 1.2038,                0.49841,                 2.0166,             3.9755e-05,             3.9755e-05,             3.9755e-05
                    494,                0.39705,                0.28107,                0.99009,                 0.9647,                0.91115,                0.96935,                0.65991,                  1.214,                0.49854,                 2.0352,             3.6925e-05,             3.6925e-05,             3.6925e-05
                    495,                 0.4082,                0.28209,                0.99091,                 0.9644,                 0.9128,                0.97232,                0.66509,                 1.2101,                0.50172,                 2.0363,             3.4096e-05,             3.4096e-05,             3.4096e-05
                    496,                0.40376,                0.28176,                 1.0005,                0.96367,                0.91278,                0.97289,                0.66075,                 1.2176,                0.50513,                 2.0462,             3.1267e-05,             3.1267e-05,             3.1267e-05
                    497,                0.38007,                0.28407,                0.97059,                0.94713,                0.91841,                0.97228,                0.66212,                 1.2201,                0.51218,                 2.0533,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    498,                0.38497,                 0.2736,                0.98697,                0.96402,                0.91104,                0.97123,                 0.6607,                 1.2188,                0.51604,                 2.0578,             2.5608e-05,             2.5608e-05,             2.5608e-05
                    499,                0.38894,                0.27774,                0.98672,                 0.9617,                0.90756,                 0.9712,                0.66307,                 1.2128,                0.51434,                 2.0534,             2.2778e-05,             2.2778e-05,             2.2778e-05
                    500,                0.39671,                0.27474,                0.97128,                0.96105,                0.90632,                0.97204,                0.66338,                 1.2176,                0.51756,                 2.0688,             1.9949e-05,             1.9949e-05,             1.9949e-05
